,Score,Age,Cumulative score,Churn
3066,625,28,183646.41,0
3067,641,42,166516.84,0
3068,629,37,25136.95,1
3069,617,40,107047.92,0
3070,622,37,4459.5,0
3071,543,46,85086.78,0
3072,630,28,32599.35,0
3073,708,32,172810.51,0
3074,717,42,172665.21,0
3075,510,22,44374.44,0
3076,634,59,97939.4,1
3077,686,47,32080.69,1
3078,787,46,93360.35,0
3079,607,32,176580.63,0
3080,746,33,146192.4,0
3081,691,34,91359.79,0
3082,727,34,72073.72,0
3083,681,65,190419.81,0
3084,696,31,5566.6,0
3085,499,53,144849.1,1
3086,767,23,28038.28,0
3087,589,39,95985.64,0
3088,638,37,158610.89,0
3089,674,41,166694.93,0
3090,702,26,100442.22,1
3091,430,31,95655.16,0
3092,513,42,73151.25,0
3093,702,35,54689.16,0
3094,591,27,162501.83,1
3095,619,35,65682.93,0
3096,667,45,163655.01,0
3097,627,52,177238.35,0
3098,732,36,3749.0,1
3099,601,26,23703.52,0
3100,845,38,179631.85,0
3101,524,29,105448.74,0
3102,712,27,126809.15,0
3103,597,36,7156.09,0
3104,617,39,7953.62,1
3105,715,31,94715.24,0
3106,553,44,10789.3,0
3107,758,43,55313.44,0
3108,562,57,6554.97,1
3109,606,30,1914.41,0
3110,548,37,98029.58,0
3111,669,25,37543.93,1
3112,689,31,136610.02,0
3113,621,34,44857.4,0
3114,595,32,69428.79,0
3115,712,24,121232.51,0
3116,598,38,173783.38,0
3117,559,43,86634.3,0
3118,724,30,54265.55,0
3119,690,35,176962.31,0
3120,677,40,62944.75,0
3121,645,40,194656.11,0
3122,550,42,63092.65,1
3123,656,50,72143.44,0
3124,679,33,1173.23,0
3125,665,32,11865.76,0
3126,792,28,38190.78,0
3127,850,49,59748.19,0
3128,589,37,86490.09,1
3129,609,40,170122.22,0
3130,579,27,126838.7,0
3131,669,50,158032.5,1
3132,458,44,178642.73,0
3133,594,40,83508.93,0
3134,632,60,2085.32,0
3135,514,45,155407.21,1
3136,488,32,92568.07,0
3137,726,30,146154.06,0
3138,651,29,54530.51,1
3139,497,47,90055.08,0
3140,548,49,127022.87,1
3141,670,33,86413.11,0
3142,743,39,94263.44,0
3143,632,29,7820.78,0
3144,791,52,122782.5,0
3145,680,27,32454.26,0
3146,558,25,197264.35,0
3147,754,34,65219.85,0
3148,580,29,128077.8,0
3149,505,45,195395.33,1
3150,714,27,129130.09,0
3151,759,46,138380.11,0
3152,748,34,53584.03,0
3153,612,47,45750.21,1
3154,550,51,153917.41,0
3155,634,37,192721.98,0
3156,706,34,77271.91,0
3157,618,32,154843.4,0
3158,708,19,4491.77,0
3159,773,41,28266.9,1
3160,530,44,55893.37,0
3161,635,40,131953.23,1
3162,752,45,89773.45,0
3163,555,32,54405.79,0
3164,549,38,157442.75,0
3165,602,22,30379.6,0
3166,705,25,196864.61,0
3167,612,62,193437.89,1
3168,634,52,176913.42,0
3169,637,33,109219.43,0
3170,661,47,188324.01,1
3171,573,35,11743.89,0
3172,633,58,132034.13,0
3173,623,45,196533.72,1
3174,518,46,92727.42,1
3175,658,39,48378.4,0
3176,546,74,66732.63,1
3177,515,48,147955.91,1
3178,707,44,135077.01,0
3179,591,49,50123.44,0
3180,730,41,128246.81,0
3181,772,47,17671.78,0
3182,720,52,14781.12,0
3183,549,54,2619.64,1
3184,598,50,64157.24,1
3185,647,35,147930.46,0
3186,684,54,94888.6,0
3187,695,56,187734.49,1
3188,722,49,140765.57,1
3189,785,40,96832.82,0
3190,695,46,137537.22,0
3191,756,67,93081.87,0
3192,841,52,85516.37,1
3193,543,43,78858.07,0
3194,638,30,106642.97,0
3195,491,19,129690.5,0
3196,647,51,29883.63,0
3197,431,44,37688.31,1
3198,584,47,89286.29,0
3199,736,46,77981.54,1
3200,546,24,125381.02,0
3201,611,37,161064.29,0
3202,646,30,153566.97,0
3203,493,46,1907.66,0
3204,781,48,124720.68,1
3205,753,35,184843.77,0
3206,534,41,13871.34,0
3207,640,46,89043.19,0
3208,668,32,43595.9,0
3209,524,52,173899.42,1
3210,763,35,31372.91,0
3211,597,66,70532.53,0
3212,588,30,176858.5,0
3213,692,43,161241.65,1
3214,772,43,57675.88,0
3215,792,36,67468.67,0
3216,731,41,22299.27,0
3217,612,63,147545.65,0
3218,653,55,41967.03,0
3219,598,64,13181.37,1
3220,408,84,188484.52,1
3221,475,39,56999.9,1
3222,850,38,179360.76,0
3223,512,75,123304.62,0
3224,780,43,15705.27,0
3225,621,31,148689.13,0
3226,588,41,7034.94,0
3227,739,25,129181.27,0
3228,821,31,25445.0,0
3229,850,32,155227.0,0
3230,644,47,151902.78,0
3231,760,49,117232.9,1
3232,773,25,73656.38,0
3233,741,21,139259.54,0
3234,610,33,113943.17,0
3235,644,18,59645.24,1
3236,686,43,97847.05,0
3237,689,40,119259.34,1
3238,663,42,71359.78,0
3239,850,30,40313.47,0
3240,611,38,63202.0,0
3241,596,76,13455.43,0
3242,637,36,96660.76,0
3243,623,42,100834.22,0
3244,687,47,177624.01,0
3245,516,35,101699.77,0
3246,731,40,159718.27,1
3247,774,42,199316.19,0
3248,850,34,88743.99,0
3249,455,43,81250.79,0
3250,721,28,101300.94,1
3251,693,28,77742.38,0
3252,705,61,191313.7,0
3253,597,46,58667.16,1
3254,726,29,91844.14,1
3255,835,29,106276.55,0
3256,519,39,97577.17,0
3257,750,38,47764.99,0
3258,638,55,108987.25,1
3259,690,42,120512.08,0
3260,640,75,113428.77,0
3261,606,27,147533.09,0
3262,656,27,160835.3,0
3263,452,33,151623.91,0
3264,750,26,19921.72,0
3265,728,30,37662.49,0
3266,687,34,28698.17,0
3267,640,26,3298.65,0
3268,690,44,35342.33,0
3269,767,35,144251.38,0
3270,697,42,61312.15,0
3271,714,35,95623.28,0
3272,797,32,125782.29,0
3273,647,51,54954.51,1
3274,741,53,38913.68,0
3275,666,47,35046.97,1
3276,712,29,122547.58,0
3277,629,38,76053.07,0
3278,615,49,49872.33,0
3279,575,30,82222.86,0
3280,654,29,180345.44,0
3281,617,38,27239.28,0
3282,850,39,42774.84,1
3283,648,46,77405.95,1
3284,731,21,106663.46,1
3285,744,29,141558.04,0
3286,674,46,90189.72,1
3287,712,29,144375.0,0
3288,722,38,167984.72,0
3289,626,33,138504.28,0
3290,593,41,99136.49,0
3291,611,46,77677.14,1
3292,692,29,138880.24,0
3293,600,46,19842.18,0
3294,602,34,39542.0,0
3295,567,37,28690.9,0
3296,696,36,82298.59,0
3297,631,33,112687.57,0
3298,641,31,91510.71,0
3299,739,58,160122.66,1
3300,511,75,105425.18,0
3301,620,40,49722.34,0
3302,756,62,11199.04,1
3303,583,42,144039.05,0
3304,557,34,132673.22,0
3305,477,57,71167.17,1
3306,820,39,61538.43,1
3307,699,43,82815.93,0
3308,790,32,91044.47,0
3309,767,24,67445.85,0
3310,513,39,146738.83,0
3311,707,32,30807.02,0
3312,693,39,142331.39,0
3313,799,52,89081.41,0
3314,632,44,185667.72,0
3315,749,42,143538.51,0
3316,605,30,186418.85,0
3317,599,58,176407.15,1
3318,670,42,100324.01,0
3319,813,29,187976.88,1
3320,611,38,2444.29,0
3321,626,49,187192.23,0
3322,644,37,20968.88,0
3323,700,28,22698.56,0
3324,501,34,9249.36,0
3325,511,29,140676.98,0
3326,559,50,150548.5,1
3327,624,26,31231.35,0
3328,592,26,132801.57,0
3329,714,33,49672.01,0
3330,651,32,87609.5,0
3331,622,31,2578.43,0
3332,685,38,35884.91,0
3333,577,43,149457.81,0
3334,783,39,143752.77,0
3335,639,39,92455.96,0
3336,850,28,194245.29,0
3337,516,37,101834.58,0
3338,676,20,68621.98,0
3339,772,42,92888.52,1
3340,542,35,468.94,1
3341,697,39,44946.29,0
3342,682,42,160828.98,0
3343,715,38,4554.67,0
3344,615,59,165576.55,0
3345,695,42,140724.64,0
3346,573,33,137476.71,0
3347,691,50,2704.98,0
3348,673,39,110468.51,0
3349,516,47,149614.17,1
3350,580,33,79775.19,0
3351,848,35,84710.65,0
3352,655,32,71047.51,0
3353,576,30,93767.03,0
3354,554,35,95277.15,1
3355,850,70,62282.99,1
3356,529,27,37769.98,0
3357,795,33,120853.83,1
3358,604,26,197911.52,0
3359,831,30,3430.38,0
3360,702,40,135334.24,0
3361,680,36,20109.21,0
3362,691,36,75664.56,1
3363,741,36,89804.83,0
3364,674,38,45418.12,0
3365,605,32,55724.24,0
3366,622,36,111180.3,1
3367,726,56,46044.7,0
3368,638,42,32916.29,0
3369,609,32,120594.85,0
3370,738,39,114388.98,0
3371,644,46,108761.05,1
3372,720,37,138470.21,0
3373,620,32,34665.79,0
3374,697,40,26543.28,0
3375,779,33,197000.92,1
3376,604,25,35279.74,0
3377,646,39,30838.51,0
3378,505,36,174123.16,1
3379,634,35,19515.48,0
3380,657,33,103914.4,0
3381,827,38,103305.01,0
3382,650,37,24495.03,0
3383,693,35,88705.14,1
3384,773,47,143007.49,1
3385,777,58,62449.07,1
3386,695,63,126688.83,1
3387,626,29,49361.84,0
3388,580,36,169963.2,1
3389,644,24,35896.75,0
3390,778,33,85439.73,0
3391,626,62,65010.74,0
3392,833,59,30722.52,1
3393,538,42,152855.96,0
3394,582,41,128528.83,0
3395,559,29,82252.28,0
3396,562,36,32845.32,0
3397,769,27,57876.05,0
3398,804,71,147995.96,0
3399,637,41,145477.36,0
3400,596,30,8125.39,0
3401,658,21,154279.87,0
3402,679,39,12266.06,0
3403,654,47,170481.98,0
3404,637,44,120454.2,0
3405,652,33,158437.73,0
3406,724,37,157862.82,0
3407,850,31,33082.81,0
3408,660,63,42790.29,0
3409,655,32,9241.83,1
3410,610,35,61623.19,0
3411,648,27,163060.43,0
3412,676,34,40645.81,0
3413,647,37,149517.71,1
3414,798,60,31907.44,1
3415,697,36,74760.32,0
3416,652,36,110421.31,0
3417,636,33,92277.47,1
3418,732,35,90876.95,0
3419,850,71,97893.4,1
3420,592,27,19645.65,0
3421,659,36,84320.94,0
3422,549,49,93551.36,0
3423,757,44,137136.29,0
3424,535,45,125658.28,0
3425,641,38,116466.19,0
3426,665,23,115147.33,0
3427,738,37,128799.86,0
3428,551,37,50578.4,0
3429,850,33,186281.0,0
3430,660,40,185156.94,0
3431,592,36,146111.35,0
3432,635,27,152916.05,1
3433,556,46,108500.66,1
3434,806,37,75232.02,0
3435,730,38,94003.11,0
3436,469,33,163477.22,0
3437,612,46,96961.0,1
3438,792,30,113553.42,0
3439,668,37,115638.29,0
3440,654,37,75927.35,0
3441,493,36,99770.3,0
3442,639,27,85208.93,0
3443,591,46,163504.33,0
3444,731,33,165000.68,0
3445,564,31,53520.03,0
3446,611,49,138656.81,1
3447,657,75,91673.6,0
3448,604,26,155248.62,0
3449,537,42,127154.8,0
3450,642,41,37674.47,0
3451,529,31,10625.91,0
3452,683,35,182566.76,0
3453,520,32,56246.69,0
3454,605,41,28427.84,0
3455,549,52,8636.05,1
3456,588,64,189703.65,0
3457,583,40,5635.63,0
3458,629,49,196335.48,0
3459,523,39,118711.75,1
3460,559,31,143360.56,0
3461,797,29,149991.32,0
3462,648,39,153955.38,1
3463,783,37,197890.65,0
3464,768,49,102397.22,1
3465,411,36,120694.35,0
3466,712,79,174118.93,0
3467,750,39,19264.33,0
3468,515,37,188366.04,1
3469,746,31,174815.54,0
3470,650,23,69055.45,0
3471,684,37,29995.83,1
3472,642,26,47472.68,0
3473,622,28,81723.8,0
3474,673,59,21063.71,1
3475,617,50,184839.7,1
3476,657,40,52990.7,0
3477,683,49,140763.18,0
3478,670,41,81602.02,0
3479,756,42,35673.42,0
3480,555,27,96398.51,0
3481,681,43,18772.5,1
3482,624,27,167387.36,0
3483,760,42,97906.38,0
3484,755,40,176768.59,0
3485,619,39,158444.61,0
3486,628,39,134441.6,0
3487,577,28,143274.41,0
3488,443,54,70196.23,1
3489,596,34,4802.27,0
3490,526,42,168486.02,0
3491,689,57,136649.8,1
3492,679,37,194617.98,0
3493,756,31,61666.87,0
3494,723,47,103379.31,1
3495,573,38,196517.43,0
3496,850,43,19244.58,0
3497,584,36,83058.14,0
3498,706,38,122379.54,0
3499,796,67,54871.02,0
3500,675,50,8270.06,0
3501,569,34,196555.32,0
3502,554,46,57320.92,0
3503,581,47,180251.68,1
3504,767,36,123880.19,0
3505,639,35,59093.39,0
3506,434,58,60891.8,1
3507,598,23,153229.19,0
3508,690,30,78700.03,0
3509,547,30,18471.86,0
3510,623,40,66119.07,0
3511,703,36,143859.66,0
3512,727,28,19653.08,0
3513,535,47,145986.35,0
3514,659,50,183399.12,1
3515,665,45,51871.95,1
3516,637,40,125334.16,1
3517,794,30,24113.91,0
3518,741,32,64839.23,0
3519,717,22,92977.75,0
3520,696,34,8236.78,0
3521,654,32,137898.57,0
3522,494,35,183752.91,0
3523,525,30,100687.67,0
3524,639,32,111340.36,0
3525,638,62,74241.09,0
3526,775,32,125898.39,0
3527,695,52,22485.64,0
3528,748,60,78194.37,0
3529,596,60,30314.04,0
3530,668,38,69370.05,0
3531,594,32,162961.79,0
3532,563,32,191604.27,1
3533,526,36,160696.72,0
3534,504,40,146703.36,0
3535,620,36,145937.99,0
3536,663,31,36479.27,0
3537,717,59,170528.63,0
3538,611,43,114996.33,0
3539,631,37,152422.91,1
3540,647,41,189159.97,0
3541,581,24,45755.0,0
3542,648,49,159835.78,1
3543,773,43,35908.46,0
3544,812,32,89385.92,0
3545,642,48,78702.98,1
3546,586,28,170487.4,1
3547,819,35,3385.04,0
3548,531,44,34416.79,0
3549,838,39,14279.44,0
3550,579,33,164608.98,0
3551,572,19,16161.82,0
3552,732,40,154189.08,0
3553,519,57,29871.79,0
3554,658,42,103764.55,1
3555,728,32,152643.48,0
3556,551,30,145796.49,0
3557,718,41,27509.52,1
3558,633,40,117279.49,0
3559,661,35,113656.85,0
3560,703,29,82824.08,0
3561,816,34,102908.91,0
3562,694,30,26960.31,0
3563,651,56,84383.22,1
3564,611,43,17913.25,0
3565,769,40,50568.02,0
3566,850,48,111755.8,0
3567,678,39,185366.56,0
3568,584,35,105443.47,0
3569,590,36,174667.58,0
3570,701,41,49405.93,0
3571,681,44,24208.84,1
3572,502,42,28204.98,1
3573,659,48,82469.06,1
3574,681,37,25292.53,0
3575,506,43,105568.6,0
3576,706,37,110899.3,0
3577,715,31,149970.59,0
3578,781,42,175674.01,0
3579,662,37,48930.8,0
3580,658,31,146339.27,1
3581,608,35,143463.28,0
3582,536,35,171840.24,1
3583,692,29,76755.99,1
3584,646,42,67124.48,1
3585,477,58,24564.7,0
3586,550,32,199138.84,0
3587,815,37,2383.59,0
3588,802,39,59497.01,1
3589,558,45,131807.14,0
3590,725,25,168607.74,0
3591,655,41,164040.94,1
3592,705,33,190659.17,1
3593,762,26,169654.57,0
3594,587,38,31730.32,0
3595,602,32,113781.99,0
3596,760,34,59325.21,0
3597,468,26,64436.16,0
3598,663,39,76884.05,0
3599,850,31,149170.92,0
3600,564,31,72757.33,0
3601,850,24,69052.87,0
3602,513,29,25514.77,0
3603,623,50,645.61,1
3604,725,29,190776.83,0
3605,650,47,187943.6,0
3606,606,36,179351.89,0
3607,605,56,62199.78,1
3608,637,33,65316.5,0
3609,781,48,85644.06,1
3610,830,40,19512.38,0
3611,641,35,125986.18,0
3612,576,29,173629.78,0
3613,540,37,141998.89,0
3614,759,31,42012.55,0
3615,676,27,107955.67,0
3616,733,45,3218.71,0
3617,658,55,119439.66,0
3618,621,53,35588.07,1
3619,590,30,83090.35,0
3620,569,41,163524.7,0
3621,850,40,163989.66,1
3622,771,47,107874.39,0
3623,643,35,41549.64,0
3624,469,48,160529.71,1
3625,641,32,24267.28,0
3626,607,40,19842.22,0
3627,743,59,192127.22,1
3628,809,24,193518.76,0
3629,651,28,74687.37,0
3630,785,38,146398.51,0
3631,710,49,193266.72,0
3632,699,35,78397.24,0
3633,713,36,143265.65,0
3634,668,31,41291.73,0
3635,803,31,141300.53,0
3636,509,26,6177.83,0
3637,632,27,62703.38,0
3638,526,30,36251.0,0
3639,604,71,49506.82,0
3640,579,33,94993.04,1
3641,729,46,104016.61,1
3642,630,49,162858.29,0
3643,584,31,31474.27,0
3644,748,20,10792.42,0
3645,749,29,102975.72,1
3646,607,33,130824.57,0
3647,734,40,12799.23,0
3648,742,31,19700.24,0
3649,771,38,72985.61,0
3650,734,43,182505.68,0
3651,673,34,20598.59,1
3652,529,31,60993.23,0
3653,561,29,173870.39,0
3654,607,61,35786.76,0
3655,735,33,149474.69,0
3656,749,41,61128.29,0
3657,564,31,87060.77,0
3658,645,42,149807.01,0
3659,542,42,178256.58,1
3660,598,27,109296.18,0
3661,750,36,9855.81,0
3662,700,30,134417.31,0
3663,614,36,73329.08,0
3664,850,30,42933.26,0
3665,618,42,111097.39,1
3666,544,53,125692.07,1
3667,679,37,174873.09,0
3668,606,45,93707.8,0
3669,775,77,37836.64,0
3670,627,49,146680.25,0
3671,511,46,115779.48,1
3672,802,51,40855.79,0
3673,688,38,157664.02,0
3674,634,34,123164.97,0
3675,604,40,36209.1,0
3676,438,36,64420.5,0
3677,573,27,157549.6,0
3678,729,42,2002.5,0
3679,485,37,170226.47,0
3680,571,34,195651.66,0
3681,587,38,47414.15,0
3682,476,40,22735.45,0
3683,635,28,156791.36,0
3684,625,69,182336.45,0
3685,604,40,123207.17,0
3686,555,62,8444.5,0
3687,767,35,27922.45,0
3688,620,25,76197.05,0
3689,686,38,76076.2,0
3690,701,39,82526.92,0
3691,706,44,65413.41,0
3692,793,25,10579.72,0
3693,599,36,40318.33,0
3694,574,34,17993.43,0
3695,553,41,81898.81,0
3696,680,32,150684.23,0
3697,678,25,131501.72,0
3698,432,45,43046.7,1
3699,731,37,172718.35,1
3700,570,18,71811.9,0
3701,708,40,101089.76,0
3702,598,35,88658.73,0
3703,496,31,93713.13,0
3704,663,42,19862.78,0
3705,649,56,89405.26,1
3706,654,40,173617.09,0
3707,773,40,69303.15,0
3708,745,28,154389.18,0
3709,718,39,63889.1,0
3710,701,42,153342.38,0
3711,618,40,80204.38,0
3712,641,41,17384.21,0
3713,850,32,149458.73,0
3714,617,35,147636.46,0
3715,627,55,100686.11,1
3716,635,72,27448.33,0
3717,668,37,92149.64,0
3718,628,45,115022.94,0
3719,789,37,121883.87,1
3720,484,54,49954.79,1
3721,635,48,136551.25,0
3722,708,34,62868.33,0
3723,696,51,55022.43,0
3724,558,31,198269.08,0
3725,684,38,3966.5,1
3726,592,42,63023.02,0
3727,668,28,114258.18,0
3728,610,27,182720.07,0
3729,585,42,18657.77,0
3730,538,68,110440.5,1
3731,630,25,93524.22,0
3732,663,22,29135.89,1
3733,383,48,137702.01,1
3734,814,36,98657.01,0
3735,596,47,174311.3,0
3736,633,30,139712.81,0
3737,704,38,173776.5,0
3738,709,45,174032.0,0
3739,479,40,114996.43,0
3740,606,37,89099.18,0
3741,788,49,184178.29,1
3742,788,41,25571.37,0
3743,712,38,59115.77,0
3744,639,66,42240.54,0
3745,740,30,1852.58,0
3746,789,27,103603.65,0
3747,503,31,21645.06,0
3748,530,22,104170.48,0
3749,757,36,130861.95,0
3750,712,29,84932.4,0
3751,808,47,74028.36,0
3752,672,21,164537.17,0
3753,763,23,153983.99,0
3754,726,38,128052.29,0
3755,759,33,56583.88,0
3756,580,34,160095.31,0
3757,752,33,39570.78,0
3758,592,45,67214.02,0
3759,663,32,47161.25,1
3760,739,19,193008.52,0
3761,521,37,84908.2,0
3762,698,51,157143.61,1
3763,850,29,164039.51,0
3764,723,28,123885.88,0
3765,624,23,132418.59,0
3766,598,60,197727.14,1
3767,625,36,198914.8,0
3768,620,31,135171.6,0
3769,850,42,44165.84,0
3770,678,37,21472.42,0
3771,521,39,72993.67,0
3772,692,34,37898.91,0
3773,705,57,34134.14,0
3774,776,29,143301.49,0
3775,485,30,141148.21,0
3776,748,45,73853.94,1
3777,603,51,93739.71,1
3778,691,21,104648.58,0
3779,690,35,48478.47,0
3780,605,33,83700.66,0
3781,742,33,38550.4,0
3782,539,39,28184.7,0
3783,704,31,54474.48,1
3784,715,35,60407.93,0
3785,632,32,170382.99,0
3786,702,36,174268.87,0
3787,771,39,96270.64,0
3788,535,48,149892.79,1
3789,592,28,144290.25,0
3790,649,41,130567.02,0
3791,531,37,84402.46,0
3792,681,49,187280.51,1
3793,680,35,143774.06,0
3794,619,44,5075.17,1
3795,747,29,141706.43,0
3796,715,42,128745.69,0
3797,557,34,123427.98,0
3798,608,42,38866.85,0
3799,620,43,20670.1,0
3800,671,35,179012.3,0
3801,683,35,82951.12,0
3802,623,29,39382.06,0
3803,628,30,74169.13,0
3804,779,71,146895.36,1
3805,638,44,111346.22,0
3806,775,42,187839.9,0
3807,615,41,149278.96,0
3808,849,69,139065.94,0
3809,438,60,49424.6,0
3810,501,38,133403.07,0
3811,654,36,12873.39,0
3812,719,39,145759.7,0
3813,670,54,63213.31,0
3814,648,43,143668.58,0
3815,685,35,113639.64,0
3816,686,41,144272.71,1
3817,656,26,36308.93,0
3818,421,34,96615.23,0
3819,790,41,86776.38,0
3820,729,34,12128.69,0
3821,743,73,107867.38,0
3822,763,37,933.38,0
3823,677,39,147578.26,0
3824,704,24,162503.48,1
3825,535,40,8128.32,1
3826,601,46,137763.93,0
3827,623,28,129526.57,0
3828,539,37,98646.22,0
3829,515,40,166370.81,0
3830,688,20,197582.79,0
3831,635,38,158344.63,0
3832,524,28,147100.72,0
3833,850,35,183566.78,0
3834,594,29,61048.53,0
3835,616,37,154957.66,1
3836,706,20,12368.11,0
3837,699,36,103557.85,0
3838,754,27,87908.01,0
3839,814,29,147693.92,0
3840,829,27,119708.21,1
3841,707,40,14090.4,1
3842,443,44,159165.7,0
3843,643,59,32171.79,0
3844,800,38,51553.43,0
3845,728,43,120088.17,0
3846,619,49,38186.85,0
3847,561,37,88838.14,0
3848,350,60,113796.15,1
3849,652,40,33524.6,0
3850,631,33,158268.84,0
3851,709,24,168515.61,0
3852,490,39,171060.01,1
3853,621,34,47972.65,0
3854,526,50,159456.87,1
3855,613,40,151325.24,0
3856,609,37,178291.89,1
3857,618,54,133573.29,1
3858,603,35,130379.5,0
3859,693,41,156381.47,0
3860,559,25,163221.22,0
3861,542,54,140929.98,1
3862,652,40,124550.88,0
3863,458,43,100564.37,0
3864,850,56,119175.45,0
3865,794,37,68008.85,0
3866,493,54,150159.95,1
3867,559,43,196645.87,0
3868,774,43,17004.14,0
3869,586,33,140759.03,0
3870,726,36,195192.4,0
3871,472,37,48357.9,0
3872,558,40,173844.89,0
3873,628,38,48924.73,0
3874,503,37,97893.32,0
3875,757,28,131249.46,0
3876,626,21,66232.23,0
3877,787,42,44273.91,0
3878,837,29,41866.26,0
3879,716,35,134132.65,0
3880,681,33,158336.36,0
3881,623,33,104079.62,0
3882,639,37,49637.65,0
3883,588,24,140586.08,0
3884,675,49,179521.24,1
3885,750,32,95611.47,0
3886,628,61,149922.38,1
3887,757,31,192519.39,0
3888,734,39,112973.34,0
3889,706,31,54439.53,0
3890,805,26,28861.69,0
3891,521,49,62413.01,1
3892,485,21,54141.5,0
3893,794,62,173586.63,1
3894,612,41,151256.22,0
3895,705,37,36320.87,1
3896,656,46,138849.06,0
3897,696,40,138351.68,0
3898,691,38,44653.5,0
3899,593,41,65170.66,0
3900,653,60,138160.11,1
3901,591,44,1985.41,0
3902,724,41,115753.94,0
3903,595,39,23305.01,0
3904,679,41,172749.4,1
3905,803,36,149370.93,0
3906,719,44,196582.19,0
3907,567,54,52035.29,1
3908,572,48,38411.79,1
3909,757,33,42581.09,0
3910,452,32,75279.39,0
3911,694,22,11525.72,0
3912,547,25,52309.8,0
3913,844,28,123318.37,0
3914,660,31,137784.25,0
3915,555,50,62375.1,0
3916,660,35,19199.61,0
3917,747,37,180551.76,0
3918,741,35,36557.55,0
3919,743,36,33693.78,0
3920,652,45,115333.43,0
3921,727,28,101433.76,0
3922,678,49,102472.9,0
3923,590,40,62933.03,0
3924,474,37,75698.44,0
3925,646,35,164255.69,0
3926,653,42,5768.32,0
3927,540,35,198256.15,0
3928,527,31,182266.01,0
3929,847,35,183584.14,0
3930,571,32,125256.53,0
3931,624,32,145471.94,0
3932,607,27,7631.27,0
3933,642,35,91775.51,0
3934,686,43,151903.6,0
3935,730,22,145792.01,0
3936,691,40,60622.61,0
3937,666,36,139435.12,0
3938,603,35,130483.56,0
3939,850,41,57844.26,0
3940,553,37,33877.29,0
3941,753,32,161642.08,0
3942,638,50,168359.98,1
3943,593,31,20492.16,0
3944,615,30,87347.82,0
3945,568,26,166495.2,0
3946,618,38,91972.49,0
3947,595,32,4721.3,0
3948,674,21,33964.03,0
3949,493,36,65816.53,0
3950,627,37,84584.69,0
3951,602,39,176614.86,1
3952,585,35,98621.04,1
3953,502,30,66263.87,0
3954,850,33,11159.19,0
3955,453,42,83008.49,1
3956,574,35,15118.2,0
3957,510,30,130553.47,0
3958,452,52,92033.98,0
3959,526,35,105618.14,0
3960,745,25,146041.45,0
3961,463,35,118113.64,0
3962,692,44,159069.37,0
3963,529,44,14161.3,0
3964,729,39,184977.2,1
3965,737,43,10209.8,0
3966,585,67,93146.11,0
3967,524,31,161811.23,0
3968,734,34,13107.24,0
3969,658,38,155665.76,0
3970,838,31,8222.96,0
3971,599,37,143739.29,0
3972,601,41,54342.83,0
3973,672,50,12106.82,1
3974,850,39,99689.48,0
3975,771,41,92914.67,0
3976,776,36,53477.76,0
3977,833,30,141860.62,0
3978,674,26,149369.41,0
3979,743,43,113079.19,1
3980,536,39,27150.35,0
3981,629,29,88842.8,0
3982,809,39,77705.75,0
3983,439,43,104889.3,0
3984,550,47,97057.28,0
3985,643,34,65374.86,0
3986,719,35,165008.97,0
3987,709,39,73641.86,0
3988,589,46,168369.37,0
3989,572,47,36099.7,0
3990,635,35,90883.12,0
3991,545,36,89587.34,1
3992,499,57,131372.38,1
3993,658,37,70370.24,0
3994,687,36,63185.05,0
3995,715,41,92982.61,1
3996,569,25,44381.06,0
3997,634,36,15887.68,0
3998,648,32,133653.38,0
3999,688,32,172531.23,0
4000,621,27,21254.06,0
4001,712,49,196257.68,0
4002,679,42,71823.15,0
4003,796,30,62905.29,0
4004,516,45,95273.73,1
4005,604,35,57807.05,0
4006,604,47,9308.1,1
4007,710,27,142200.15,0
4008,661,31,166187.1,0
4009,737,54,83470.4,1
4010,626,26,104502.02,1
4011,699,26,150242.44,0
4012,607,29,163257.44,0
4013,508,44,67234.33,0
4014,684,37,52367.29,0
4015,773,41,57549.65,0
4016,774,41,102426.06,0
4017,748,60,126743.33,1
4018,716,40,167636.15,0
4019,546,47,66408.01,1
4020,635,33,122949.71,0
4021,635,27,161909.95,0
4022,508,31,6123.15,0
4023,744,41,138361.48,0
4024,742,24,4070.28,0
4025,781,20,108301.45,0
4026,604,32,15798.7,0
4027,664,53,186392.99,1
4028,720,71,197688.5,0
4029,850,41,71179.31,0
4030,718,39,190746.38,0
4031,821,42,64613.81,0
4032,839,47,168184.62,1
4033,703,32,56246.72,0
4034,697,37,35450.53,0
4035,850,40,119232.33,0
4036,564,48,79259.77,0
4037,705,24,79886.06,0
4038,527,28,155846.69,0
4039,544,26,100200.4,1
4040,622,26,124964.82,0
4041,678,35,125518.32,0
4042,521,32,129353.21,0
4043,707,34,94912.78,0
4044,446,32,133292.94,0
4045,765,32,47247.56,0
4046,728,34,11597.69,0
4047,504,42,149697.78,0
4048,664,36,122433.09,0
4049,749,24,47911.03,0
4050,545,26,199638.56,0
4051,477,31,184061.17,0
4052,563,26,6139.74,0
4053,835,56,39820.13,0
4054,558,56,116253.1,0
4055,661,39,38812.67,0
4056,696,43,66406.37,0
4057,844,41,141175.18,1
4058,718,39,52138.49,0
4059,589,27,144181.48,0
4060,602,25,101274.17,0
4061,492,30,146700.22,0
4062,520,29,4696.44,0
4063,652,36,72350.17,0
